DCI, 31061119, DONALDSON CO INC
DCIX, 31062124, PERFORMANCE SHIPPING INC
DCM, -10, -10
DCO, 31052107, DUCOMMUN INCORPORATED
DCOM, 10320051, DIME COMMUNITY BANCSHARES
DCP, 30949104, DCP MIDSTREAM LP
DCPH, 20635084, DECIPHERA PHARMACEUTICALS INC
DCT, 10428067, DCT INDUSTRIAL TRUST INC
DCUD, 20744095, DOMINION ENERGY INC
DD, -10, -10
DD_A, -10, -10
DD_B, -10, -10
DDBI, -1, LEGG MASON PARTNERS FUND ADVISOR LLC - LEGG MASON DEVELOPED EX-US DIVERSIFIED CORE ETF
DDC, -10, -10
DDD, 31167137, 3D SYSTEMS CORP
DDE, 10218038, DOVER DOWNS GAM&ENTNMNT INC.
DDEZ, -10, -10
DDF, 10319042, DELAWARE INVTS DIVID & INCM FD
DDJP, -10, -10
DDLS, -1, WISDOMTREE TR DYNAMIC CURRENCY HEDGED INTL SMALLCAP EQ FD
DDR, -10, -10
DDR_A, -10, -10
DDR_J, -10, -10
DDR_K, -10, -10
DDS, 10217034, DILLARD'S INC
DDT, 10217034, DILLARDS CAP TST I 7.50%CP SEC
DDWM, -1, WISDOMTREE TR CURRENCY HEDGED INTL EQUITY FD
DE, 31059116, DEERE & CO
DEA, 10428068, EASTERLY GOVERNMENT PROPERTIES INC
DECK, 10212027, DECKERS OUTDOOR CORP
DEEF, -1, DEUTSCHE X TRACKERS FTSE DEVELOPED EX US ENJANCED BETA ETF
DEFA, -1, ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI EAFE ETF
DEI, 10428068, DOUGLAS EMMETT INC
DEL, -10, -10
DELT, -10, -10
DELTW, -10, -10
DEMG, -1, DBX ADVISORS LLC - DEUTSCHE X-TRACKERS FTSE EMERGING COMPREHENSIVE FACTOR ETF
DEMS, -10, -10
DENN, 10216032, DENNYS CORP
DEO, 20529072, DIAGEO PLC(NEW)ADS (RP 4 ORD)
DEPO, -10, -10
DERM, 20635084, DERMIRA INC
DESC, -1, DBX ADVISORS LLC - DEUTSCHE X-TRACKERS RUSSELL 2000 COMPREHENSIVE FACTOR ETF
DESP, 10218039, DESPEGAR.COM CORP
DEST, 10217033, DESTINATION MATERNITY CORP
DEUS, -1, DEUTSCHE X TRACKERS RUSSELL 1000 ENHANCED BETA ETF (DE)
DEWJ, -1, ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI JAPAN ETF
DEX, 10319042, DELAWARE ENHANCED GLOBAL DIVIDEND AND INCOME FUND
DEZU, -1, ISHARES TR ADAPTIVE CURRENCY HEDGED MSCI EUROZONE ETF
DF, 20531077, DEAN FOODS CO
DFBG, -10, -10
DFEN, -1, DIREXION SHARES ETF TRUST - DIREXION DAILY AEROSPACE & DEFENSE BULL 3X SHARES
DFFN, 20635084, DIFFUSION PHARMACEUTICALS
DFIN, 10321053, DONNELLEY FINL SOLUTIONS INC  COM STK W.I. (DE)
DFND, -1, REALITY SHS ETF TR DIVCON DIVID DEFENDER ETF
DFNL, -1, DAVIS SELECTED ADVISERS L.P - DAVIS SELECT FINANCIAL ETF
DFP, 10319042, FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INC
DFRG, 10216032, DEL FRISCO'S RESTAURANT GROUP
DFS, 10322056, DISCOVER FINANCIAL SERVICES
DFS_B, -10, -10
DFS_B-CL, -10, -10
DFVL, -1, IPATH US TREASURY 5-YEAR BULL ETN
DFVS, -1, IPATH US TREASURY 5-YEAR BEAR ETN
DG, 20533079, DOLLAR GENERAL CORP
DGICA, -10, -10
DGICB, -10, -10
DGII, 31166135, DIGI INTERNATIONAL INC
DGLT, -10, -10
DGLY, 31056112, DIGITAL ALLY INC
DGSE, 10217037, DGSE COS INC
DGX, 20640091, QUEST DIAGNOSTICS INC.
DHDG, -1, WISDOMTREE TRUST - WISDOMTREE DYNAMIC CURRENCY HEDGED INTERNATIONAL QUALITY DIVIDEND GROW
DHF, 10319042, DREYFUS HIGH YIELD STRATEGIES
DHG, -10, -10
DHI, 10211024, DR HORTON INC
DHIL, 10319042, DIAMOND HILL INVESTMENT GROUP INC
DHR, 20640091, DANAHER CORPORATION
DHT, 31062126, DHT HOLDINGS INC
DHVW, -1, DIAMOND HILL CAPITAL MANAGEMENT INC
DHX, 31057113, DHI GROUP INC
DHXM, 10210022, DHX MEDIA LTD ORDNARY SHARES VAR. VTG (CANADA)
DHY, 10319042, CREDIT SUISSE HIGH YIELD BOND FUND
DIAL, -1, COLUMBIA ETF TRUST I - COLUMBIA DIVERSIFIED FIXED INCOME ALLOCATION ETF
DIAX, 10319042, NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND
DIN, 10216032, DINE BRANDS GLOBAL INC
DIOD, 31169147, DIODES INC
DIS, 10210023, WALT DISNEY CO
DISCA, -10, -10
DISCB, -10, -10
DISCK, -10, -10
DISH, 30845099, DISH NETWORK CORP
DIT, 20533081, AMCON DISTRIBUTING CO
DIVA, -1, QUANTSHARES HEDGED DIVIDEND
DIVB, -1, BLACKROCK INSTITUTIONAL TRUST COMPANY N.A. - ISHARES U.S. DIVIDEND AND BUYBACK ETF
DIVO, -1, AMPLIFY INVESTMENTS LLC - AMPLIFY YIELDSHARES CWP DIVIDEND & OPTION INCOME ETF
DIVY, -1, REALITY SHARES DIVS ETF
DJCO, 10215031, DAILY JOURNAL CORP (S.C.)
DJD, -1, INVESCO CAPITAL MANAGEMENT LLC
DK, 30950105, DELEK US ENERGY INC
DKL, 30949104, DELEK LOGISTICS PARTNERS LP
DKS, 10217037, DICK'S SPORTING GOODS INC
DKT, 10320043, DB CONT CAP TR V (DB) 8.0500% SERIES
DL, 20532078, CHINA DISTANCE EDUCATION HOLDINGS LTD
DLA, 10212026, DELTA APPAREL INC
DLB, 10210023, DOLBY LABORATORIES  INC.
DLBL, -1, IPATH US TREASURY LONG BOND BULL ETN
DLBR, -1, VelocityShares Short LIBOR ETN
DLBS, -1, IPATH US TREASURY LONG BOND BEAR ETN
DLHC, 31057113, DLH HOLDINGS CORP
DLNG, 31062126, DYNAGAS LNG PARTNERS LP
DLNG_A, -10, -10
DLPH, 10209018, Delphi Technologies PLC
DLR, 10428068, DIGITAL REALTY TRUST
DLR_C, -10, -10
DLR_G, -10, -10
DLR_H, -10, -10
DLR_I, -10, -10
DLR_J, -10, -10
DLTH, 10217033, DULUTH HOLDINGS INC
DLTR, 20533079, DOLLAR TREE INC
DLX, 31054109, DELUXE CORPORATION
DM, 30949104, DOMINION ENERGY MIDSTREAM PARTNERS LP
DMB, 10319042, DREYFUS MUNICIPAL BOND INFRASTRUCTURE FUND INC
DMF, 10319042, DREYFUS MUNICIPAL INCOME
DMLP, 30947102, DORCHESTER MINERALS LP
DMO, 10319042, WESTERN ASSET MORTGAGE DEFINED OPPORTUNITY FUND INC
DMPI, 20635084, DELMAR PHARMACEUTICALS INC
DMRC, 31165132, DIGIMARC CORP
DMRI, -1, TRANSAMERICA ETF TRUST - DELTASHARES S&P INTERNATIONAL MANAGED RISK ETF
DMRL, -1, TRANSAMERICA ETF TRUST - DELTASHARES S&P 500 MANAGED RISK ETF
DMTX, -10, -10
DNB, 31054109, THE DUN & BRADSTREET CORP
DNBF, 10320050, DNB FINANCIAL CORP
DNI, 10319042, DIVIDEND AND INCOME FUND
DNKN, 10216032, DUNKIN' BRANDS GROUP INC
DNN, 10106011, DENISON MINES CORP
DNOW, 30951106, NOW INC/DE
DNP, 10319042, DNP SELECT INCOME FUND  INC.
DNR, 30947102, DENBURY RESOURCES INC(HOLDING CO)
DO, 30946101, DIAMOND OFFSHORE DRILLING INC
DOC, 10428065, PHYSICIANS REALTY TRUST
DOOR, 10102002, MASONITE INTERNATIONAL CORP
DORM, 10209018, DORMAN PRODUCTS INC
DOTA, 31055110, DRAPER OAKWOOD TECHNOLOGY ACQUISITION INC
DOTAR, -10, -10
DOTAU, -10, -10
DOTAW, -10, -10
DOV, 31061119, DOVER CORP
DOVA, 20635084, DOVA PHARMACEUTICALS INC
DOX, 31165134, AMDOCS LTD
DPG, 10319042, DUFF & PHELPS GLOBAL UTILITY AND MIDSTREAM ENERGY INCOME FUN
DPLO, 20636086, DIPLOMAT PHARMACY INC
DPS, -10, -10
DPST, -1, DIREXION SHS ETF TR DAILY REGIONAL BKS BULL 3X SHS
DPW, 31167141, DPW HOLDINGS INC
DPZ, 10216032, DOMINO'S PIZZA INC COM STK
DQ, 31169145, DAQO NEW ENERGY CORP
DRAD, 20639090, DIGIRAD CORP
DRD, 10106010, DRDGOLD LTD
DRE, 10428067, DUKE REALTY CORP
DRH, 10428066, DIAMONDROCK HOSPITALITY COMPANY
DRI, 10216032, DARDEN RESTAURANTS INC
DRIO, 20640091, DARIOHEALTH CORP
DRIOW, -10, -10
DRNA, 20635084, DICERNA PHARMACEUTICALS INC
DRQ, 30951106, DRIL QUIP INC
DRRX, 20636086, DURECT CORPORATION
DRUA, -1, DOMINION RES INC VA NEW ENHANCED JR SUB NT 2016 SER A
DRYS, 31062126, DRYSHIPS INC
DS, 10218039, DRIVE SHACK INC
DS_B, -10, -10
DS_C, -10, -10
DS_D, -10, -10
DSE, 10319042, DUFF & PHELPS SELECT MLP AND MIDSTREAM ENERGY FUND INC
DSGX, 31165133, DESCARTES SYSTEMS GROUP INC/THE
DSKE, 31062127, DASEKE INC
DSKEW, -10, -10
DSL, 10319042, DOUBLELINE INCOME SOLUTIONS FUND
DSM, 10319042, DREYFUS STRATEGIC MUM BD FD
DSPG, 31169147, DSP GROUP INC
DSS, 31054109, DOCUMENTS SECURITY SYSTEMS INC
DST, -10, -10
DSU, 10319042, BLACKROCK DEBT STRATEGIES FUND
DSW, -10, -10
DSWL, 10209020, DESWELL INDS INC
DSX, 31062126, DIANA SHIPPING INC.
DSX_B, -10, -10
DSXN, -10, -10
DTE, 20744096, DTE ENERGY COMPANY (HLDG CO)
DTEA, 20531077, DAVIDSTEA INC COM STOCK
DTF, 10319042, DTF TAX-FREE INCOME INC
DTJ, -1, DTE ENERGY CO 5 3/8  6/1/76 PFD
DTK, -10, -10
DTLA_, -10, -10
DTQ, -1, DTE ENERGY COMPANY  2012 SERIES C 5.25%
DTRM, 31165134, DETERMINE INC COM (DE)
DTUL, -1, IPATH US TREASURY 2-YEAR BULL ETN
DTUS, -1, IPATH US TREASURY 2-YEAR BEAR ETN
DTV, 20744096, DTE ENERGY CO.
DTY, -1, DTE Energy Company
DTYL, -1, IPATH US TREASURY 10-YEAR BULL ETN
DTYS, -1, IPATH US TREASURY 10-YEAR BEAR ETN
DUC, 10319042, DUFF & PHELPS UTIL CORP BD TR
DUK, 20744096, DUKE ENERGY CORPORATION (HOLDING CO) NEW COM
DUKH, -10, -10
DUSA, -1, DAVIS SELECTED ADVISERS L.P - DAVIS SELECT U.S. EQUITY ETF
DUSL, -1, DIREXION SHARES ETF TRUST - DIREXION DAILY INDUSTRIALS BULL 3X SHARES
DVA, 20638089, DAVITA INC
DVAX, 20635084, DYNAVAX TECHNOLOGIES CORP
DVCR, 20638088, DIVERSICARE HEALTHCARE SERVICE
DVD, 10218039, DOVER MOTORSPORTS  INC.
DVEM, -1, WISDOMTREE TR EMERGING MKTS DIVID FD
DVMT, 31165134, DELL TECHNOLOGIES INC
DVN, 30947102, DEVON ENERGY CORP (NEW)
DVP, -1, ETF SERIES SOLUTIONS - DEEP VALUE ETF
DWAC, -10, -10
DWAQ, -1, INVESCO CAPITAL MANAGEMENT LLC
DWAS, -1, INVESCO CAPITAL MANAGEMENT LLC
DWAT, -1, ARROW DWA TACTICAL ETF
DWCH, 31165133, DATAWATCH CORPORATION - NEW
DWDP, 10103003, DOWDUPONT INC
DWFI, -1, SSGA ACTIVE TRUST - SPDR DORSEY WRIGHT FIXED INCOME ALLOCATION ETF
DWIN, -1, INVESCO CAPITAL MANAGEMENT LLC
DWLD, -1, DAVIS SELECTED ADVISERS L.P - DAVIS SELECT WORLDWIDE ETF
DWLV, -1, INVESCO CAPITAL MANAGEMENT LLC
DWPP, -1, FIRST TRUST CBOE S&P 500 VIX TAIL HEDGE FUND
DWSN, 30951106, DAWSON GEOPHYSICAL CO
DWT, -1, CITIGROUP GLOBAL MARKETS HOLDINGS INC
DWTR, -1, INVESCO CAPITAL MANAGEMENT LLC
DX, 10428069, DYNEX CAPITAL INC (NEW)
DX_A, -10, -10
DX_B, -10, -10
DXB, 10320045, DB CAP TRST II (DB) 6.5500% SERIES
DXC, 31165132, DXC TECHNOLOGY CO
DXCM, 20640091, DEXCOM INC
DXLG, 10217033, DESTINATION XL GROUP INC
DXPE, 31060117, DXP ENTERPRISES INC
DXR, 20642093, DAXOR CORPORATION
DXTR, -10, -10
DXUS, -10, -10
DXYN, 10211025, DIXIE GROUP INC (THE)
DY, 31058114, DYCOM INDS INC
DYB, -1, WISDOMTREE TR DYNAMIC BEARISH U S EQUITY FD
DYLS, -1, WISDOMTREE TR DYNAMIC LONG/SHORT US EQUITY FD
DYN, -10, -10
DYN-WS-A, -10, -10
DYN_A, -10, -10
DYNC, 20743094, DYN 7 07/01/19 PFD
DYNT, 20639090, DYNATRONICS CORP
DYSL, 31167143, DYNASIL CORP OF AMERICA
DZSI, 31166135, DASAN ZHONE SOLUTIONS INC
E, 30948103, ENI SPA ADS (EC REPTG 2 ORD SHS)
EA, 31165130, ELECTRONIC ARTS INC
EAB, -1, ENTERGY ARKANSAS 4.9000% 12/01/52 SERIES
EACQ, 31055110, EASTERLY ACQUISITION CORP
EACQU, -10, -10
EACQW, -10, -10
EAD, 10319042, WELLS FARGO INCOME OPPORTUNITIES FUND
EAE, -1, ENTERGY ARKANSAS INC
EAGL, -10, -10
EAGLU, -10, -10
EAGLW, -10, -10
EAI, -1, ENTERGY ARK INC 1ST MTG BD 4.875% SER DUE 9/1/2066 (AR)
EARN, 10428069, ELLINGTON RESIDENTIAL MORTGAGE REIT
EARS, 20635084, AURIS MEDICAL HOLDING LTD
EAT, 10216032, BRINKER INTL INC
EBAY, 10217037, EBAY INC
EBAYL, -10, -10
EBF, 31061118, ENNIS INC COM
EBIO, -10, -10
EBIX, 31165133, EBIX INC
EBMT, 10320050, EAGLE BANCORP MONTANA INC
EBR, 20744096, CENTRAIS ELETRICAS BRASILEIRAS SA
EBR-B, -10, -10
EBS, 20635084, EMERGENT BIOSOLUTIONS INC
EBSB, 10320051, MERIDIAN BANCORP INC
EBTC, 10320051, ENTERPRISE BANCORP INC/MA
EC, 30948103, ECOPETROL SA
ECA, 30947102, ENCANA CORPORATION
ECC, 10319042, EAGLE POINT CREDIT COMPANY INC
ECCA, 10319042, EAGLE POINT CREDIT COMPANY INC
ECCB, 10319042, EAGLE POINT CREDIT COMPANY INC - 7.75% PRF PERPETUAL USD 25 - SER B
ECCY, -1, Eagle Point Credit Company Inc.
ECCZ, -10, -10
ECF, 10319042, ELLSWORTH GROWTH AND INCOME FU
ECF_A, -10, -10
ECHO, 31062124, ECHO GLOBAL LOGISTICS INC
ECL, 10103004, ECOLAB INC
ECOL, 31064129, ECOLOGY INC
ECOM, 31165133, CHANNELADVISOR CORP
ECPG, 10319042, ENCORE CAPITAL GROUP INC
ECR, -10, -10
ECT, 30948103, ECA MARCELLUS TRUST I
ECYT, 20635084, ENDOCYTE INC
ED, 20744096, CONSOLIDATED ED INC(HOLDING CO
EDAP, 20639090, EDAP TMS S.A. SPONS ADR
EDBI, -1, LEGG MASON PARTNERS FUND ADVISOR LLC - LEGG MASON EMERGING MARKETS DIVERSIFIED CORE ETF
EDD, 10319042, MORGAN STANLEY EMERGING MARKETS DOMESTIC DEBT FUND INC
EDF, 10319042, STONE HARBOR EMERGING MARKETS FIXED INCOME FUND
EDGE, -10, -10
EDGW, 31165132, EDGEWATER TECH INC
EDI, 10319042, STONE HARBOR EMERGING MARKETS TOTAL INCOME FUND
EDIT, 20635084, EDITAS MEDICINE INC
EDN, 20744096, EMPRESA DISTRIBUIDORA Y COMERCIALIZADORA NORTE
EDOM, -1, WISDOMTREE TR EUROPE LOCAL RECOVERY FD (DE)
EDOW, -1, FIRST TRUST EXCHANGE-TRADED FUND III - FIRST TRUST DOW 30 EQUAL WEIGHT ETF
EDR, 10428069, EDUCATION REALTY TRUST INC
EDU, 20532078, NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP
EDUC, 10215031, EDL DEVELOPMENT CORP DEL
EE, 20744096, EL PASO ELECTRIC CO "NEW"
EEA, 10319042, THE EUROPEAN EQUITY FUND INC. COM
EEFT, 31054109, EURONET WORLDWIDE INC
EEI, 31064129, ECOLOGY AND ENVIRONMENT INC
EEMO, -1, INVESCO CAPITAL MANAGEMENT LLC
EEMX, -1, SSGA ACTIVE TRUST - SPDR MSCI EMERGING MARKETS FOSSIL FUEL RESERVES FREE ETF
EEP, 30949104, ENBRIDGE ENERGY PARTNERS L.P. CL-A
EEQ, 30949104, ENBRIDGE ENERGY MANAGEMENT LLC
EEX, 31054109, EMERALD EXPOSITIONS EVENTS INC
EFAS, -1, GLOBAL X MANAGEMENT COMPANY LLC - GLOBAL X MSCI SUPERDIVIDEND EAFE ETF
EFAX, -1, SSGA ACTIVE TRUST - SPDR MSCI EAFE FOSSIL FUEL RESERVES FREE ETF
EFBI, 10320051, EAGLE FINANCIAL BANCORP INC
EFC, 10320052, ELLINGTON FINANCIAL INC
EFF, 10319042, EATON VANCE FLOATING-RATE INCOME PLUS FUND
EFII, 31167137, ELECTRONICS FOR IMAGING
EFL, 10319042, EATON VANCE FLOATING-RATE 2022 TARGET TERM TRUST
EFNL, -1, ISHARES MSCI FINLAND CAPPED IN
EFOI, 10212028, ENERGY FOCUS INC
EFR, 10319042, EATON VANCE SR FLTG RATE FUND
EFSC, 10320050, ENTERPRISE FINANCIAL SERVICES CORP
EFT, 10319042, EATON VANCE FLOATING RATE INCOME TR BENE INT
EFX, 31054109, EQUIFAX INCORPORATED
EGAN, 31165133, EGAIN CORP
EGBN, 10320050, EAGLE BANCORP INC (MD)
EGF, 10319042, BLACKROCK ENHANCED GOVERNMENT
EGHT, 30845100, 8X8 INC
EGI, 10106011, ENTREE RESOURCES LTD
EGIF, 10319042, EAGLE GROWTH & INCOME OPPORTUNITY FD COM SHS OF BEN INT (DE)
EGL, 31057113, ENGILITY HOLDINGS INC
EGLE, 31062126, EAGLE BULK SHIPPING INC
EGLT, 20635084, EGALET CORP
EGN, 30947102, ENERGEN CORP
EGO, 10106010, ELDORADO GOLD CORP
EGOV, 31165133, NIC INC
EGP, 10428067, EASTGROUP PROPERTIES INC
EGRX, 20636086, EAGLE PHARMACEUTICALS INC
EGY, 30947102, VAALCO ENERGY INC
EHI, 10319042, WESTERN ASSET GLOBAL HIGH INCO
EHIC, 31056111, EHI CAR SERVICES LTD
EHT, 10319042, EATON VANCE HIGH INCOME 2021 TARGET TERM TRUST
EHTH, 10321055, EHEALTH INC
EIA, 10319042, EATON VANCE CALIFORNIA MUNICIP
EIG, 10326061, EMPLOYERS HOLDINGS INC
EIGI, 31165133, ENDURANCE INTERNATIONAL GROUP HOLDINGS INC
EIGR, 20635084, EIGER BIOPHARMACEUTICALS INC
EIM, 10319042, EATON VANCE MUNICIPAL BOND FUN
EIO, 10319042, EATON VANCE OHIO MUNICIPAL BON
EIP, 10319042, EATON VANCE PENNSYLVANIA MUNIC
EIV, 10319042, EATON VANCE MUNICIPAL BOND FUN
EIX, 20744096, EDISON INTERNATIONAL
EKSO, 20642093, EKSO BIONICS HOLDINGS INC
EL, 20531076, ESTEE LAUDER CO'S INC CL-A
ELC, -1, ENTERGY LA LLC COLLATERAL TR MTG BD (TX)
ELEC, -10, -10
ELECU, -10, -10
ELECW, -10, -10
ELF, 20531076, E.L.F. BEAUTY INC
ELGX, 20642093, ENDOLOGIX INC
ELJ, -1, ENTERGY LA LLC 5.2500% 7/01/52 SERIES
ELLI, 31165133, ELLIE MAE INC
ELLO, 20743094, ELLOMAY CAPITAL LTD
ELMD, 20639090, ELECTROMED INC
ELON, 31166135, ECHELON CORP
ELP, 20744095, COMPANHIA PARAN ADS(RP 1000 B
ELS, 10428069, EQUITY LIFESTYLE PROPERTIES  INC.
ELSE, 31167143, ELECTRO-SENSORS INC
ELTK, 31167139, ELTEK LTD
ELU, -1, ENTERGY LA  LLC 1ST MTG BD  4.7% SER DUE 06/01/2063
ELVT, 10322056, ELEVATE CREDIT INC
ELY, 10218039, CALLAWAY GOLF CO
EMAN, 31169145, EMAGIN CORP
EMBH, -1, ISHARES INTEREST RATE HEDGED EMERGING MARKETS BOND ETF
EMBU, -1, DIREXION SHARES ETF TRUST - DIREXION DAILY EMERGING MARKETS BOND BULL 3X SHARES
EMCF, 10320050, EMCLAIRE FINANCIAL CORP
EMCI, 10325059, EMC INSURANCE GROUP INC
EMD, 10319042, WESTERN ASSET EMERGING MARKETS
EMDV, -1, PROSHARES TR MSCI EMERGING MKTS DIVID GROWERS ETF
EME, 31058114, EMCOR GROUP INC
EMES, 30951106, EMERGE ENERGY SERVICES LP
EMF, 10319042, TEMPLETON EMERGING MKT FUND
EMGF, -1, ISHARES INC FACTORSELECT MSCI EMERGING ETF
EMHY, -1, ISHARES EMERGING MARKETS HIGH
EMI, 10319042, EATON VANCE MICH MUNI INC TST
EMITF, -10, -10
EMJ, 10319042, EATON VANCE NEW JERSEY MUNICIP
EMKR, 31169147, EMCORE CORP
EML, 31061122, EASTERN CO/THE
EMMS, 10210021, EMMIS COMMUNICATIONS CORP
EMN, 10103003, EASTMAN CHEMICAL CO
EMO, 10319042, CLEARBRIDGE ENERGY MIDSTREAM OPPORTUNITY FUND INC
EMP, -10, -10
EMQQ, -1, EMERGING MARKETS INTERNET AND ECOMMERCE ETF
EMR, 31061119, EMERSON ELECTRIC CO
EMSD, -10, -10
EMTL, -1, SSGA ACTIVE TRUST - SPDR DOUBLELINE EMERGING MARKETS FIXED INCOME ETF
EMX, 10106011, EMX ROYALTY CORP
EMXC, -1, BLACKROCK INSTITUTIONAL TRUST COMPANY N.A. - ISHARES MSCI EMERGING MARKETS EX CHINA ETF
ENB, 30949104, ENBRIDGE INC
ENBL, 30949104, ENABLE MIDSTREAM PARTNERS LP
ENDP, 20636086, ENDO INTERNATIONAL PLC
ENFC, 10320050, ENTEGRA FINANCIAL CORP
ENG, 31058114, ENGLOBAL CORP
ENH_C, -10, -10
ENIA, 20744096, ENEL AMERICAS SA
ENIC, 20744096, ENEL CHILE S.A.
ENJ, -1, ENTERGY NEW ORLEANS  INC.  FIRST MORTGAGE BONDS  5.0%
ENLC, 30949104, ENLINK MIDSTREAM LLC
ENLK, 30949104, ENLINK MIDSTREAM PARTNERS LP
ENO, -1, ENTERGY NEW ORLEANS INC 1ST MTG BD 5.5% SR DUE APRIL 1 2066
ENOR, -1, ISHARES MSCI NORWAY CAPPED  ET
ENPH, 31169145, ENPHASE ENERGY INC
ENR, 31167141, ENERGIZER HOLDINGS INC
ENRJ, -10, -10
ENS, 31167141, ENERSYS COM STK
ENSG, 20638088, ENSIGN GROUP INC/THE
ENSV, 30951106, ENSERVCO CORP
ENT, 10210023, GLOBAL EAGLE ENTERTAINMENT INC
ENTA, 20635084, ENANTA PHARMACEUTICALS INC
ENTG, 31169145, ENTEGRIS INC
ENTL, -10, -10
ENTR, -1, ENTREPRENEURSHARES SERIES TRUST - ENTREPRENEUR 30 FUND
ENV, 10321053, ENVESTNET INC
ENVA, 10322056, ENOVA INTERNATIONAL INC
ENX, 10319042, EATON VANCE MUNICIPAL BOND FUN
ENZ, 20640091, ENZO BIOCHEM INC.
ENZY, -10, -10
EOCC, 20744096, ENEL GENERACION CHILE S.A.
EOD, 10319042, WELLS FARGO GLOBAL DIVIDEND OPPORTUNITY FUND
EOG, 30947102, EOG RESOURCES INC
EOI, 10319042, EATON VANCE ENHANCED EQUITY INCOME FUND
EOS, 10319042, EATON VANCE ENHANCED EQUITY INCOME FUND 11
EOT, 10319042, EATON VANCE NATIONAL MUNICIPAL OPPORTUNITES TRUST
EP_C, -10, -10
EPAM, 31165132, EPAM SYSTEMS INC
EPAY, 31165133, BOTTOMLINE TECHNOLOGIES INC
EPC, 20531076, EDGEWELL PERSONAL CARE CO
EPD, 30949104, ENTERPRISE PRODS PARTNERS LP
EPE, 30947102, EP ENERGY CORP
EPIX, 20636086, ESSA PHARMA INC
EPM, 30947102, EVOLUTION PETROLEUM CORP
EPR, 10428070, EPR PROPERTIES
EPR_C, -10, -10
EPR_E, -10, -10
EPR_F, -10, -10
EPRF, -1, INNOVATOR ETFS TRUST II
EPZM, 20635084, EPIZYME INC
EQBK, 10320050, EQUITY BANCSHARES INC
EQC, 10428068, EQUITY COMMONWEALTH
EQC_D, -10, -10
EQCO, -10, -10
EQFN, 10320051, EQUITABLE FINANCIAL CORP.
EQGP, 30948103, EQGP HOLDINGS LP
EQIX, 10428064, EQUINIX INC
EQM, 30949104, EQM MIDSTREAM PARTNERS LP
EQR, 10428069, EQUITY RESIDENTIAL
EQRR, -1, PROSHARE ADVISORS LLC - PROSHARES EQUITIES FOR RISING RATES ETF
EQS, 10319042, EQUUS TOTAL RETURN INC
EQT, 30947102, EQT CORPORATION
ERA, 31062123, ERA GROUP INC
ERC, 10319042, WELLS FARGO MULTI-SECTOR INCOME FUND
ERF, 30947102, ENERPLUS RESOURCES FD TRUST UTS
ERGF, -1, ISHARES TR  EDGE MSCI MULTIFACTOR  ENERGY ETF
ERH, 10319042, WELLS FARGO UTILITIES AND HIGH INCOME FUND
ERI, 10218041, ELDORADO RESORTS INC
ERIC, 31166135, TELEFONAKTIEBOLAGET LM ERICSSON
ERIE, 10321055, ERIE INDEMNITY CO
ERII, 31061121, ENERGY RECOVERY INC
ERJ, 31052107, EMBRAER-EMPRESA BRASIL AERO AD
ERM, -1, FIRST TRUST ADVISORS L.P. - EQUITYCOMPASS RISK MANAGER ETF
ERN, -10, -10
EROS, 10210023, EROS INTERNATIONAL PLC
ERYP, 20635084, ERYTECH PHARMA SA
ES, 20744096, EVERSOURCE ENERGY
ESBA, 10428064, EMPIRE STATE REALTY OP LP
ESBK, 10320050, ELMIRA SAVINGS BANK
ESCA, 10218039, ESCALADE INC
ESDI, -10, -10
ESDIW, -10, -10
ESE, 31167143, ESCO TECHNOLOGIES INC
ESEA, 31062126, EUROSEAS LTD
ESES, 30951106, ECO-STIM ENERGY SOLUTIONS INC
ESG, -1, FLEXSHARES TRUST
ESGD, -1, BLACKROCK FUND ADVISORS - ISHARES MSCI EAFE ESG SELECT ETF
ESGE, -1, BLACKROCK FUND ADVISORS - ISHARES MSCI EM ESG SELECT ETF
ESGF, -1, OPPENHEIMER REVENUE WEIGHTED ETF TRUST - OPPENHEIMER GLOBAL ESG ETF
ESGG, -1, FLEXSHARES TRUST
ESGL, -1, OPPENHEIMER REVENUE WEIGHTED ETF TRUST - OPPENHEIMER ESG REVENUE ETF
ESGN, -1, COLUMBIA MANAGEMENT INVESTMENT ADVISERS LLC - COLUMBIA SUSTAINABLE INTERNATIONAL EQUITY INCOME ETF
ESGR, 10323057, ENSTAR GROUP LTD
ESGS, -1, COLUMBIA MANAGEMENT INVESTMENT ADVISERS LLC - COLUMBIA SUSTAINABLE U.S. EQUITY INCOME ETF
ESGU, -1, BLACKROCK FUND ADVISORS - ISHARES MSCI USA ESG OPTIMIZED ETF
ESGW, -1, COLUMBIA MANAGEMENT INVESTMENT ADVISERS LLC - COLUMBIA SUSTAINABLE GLOBAL EQUITY INCOME ETF
ESIO, 31169147, ELECTRO SCIENTIFIC INDUSTRIES INC
ESL, 31052107, ESTERLINE TECHNOLOGIES CORP
ESLT, 31052107, ELBIT SYSTEMS LTD
ESNC, 31061119, ENSYNC INC
ESND, 31061118, ESSENDANT INC
ESNT, 10320052, ESSENT GROUP LTD
ESP, 31167141, ESPEY MFG & ELECTRS CORP
